seed,initialization_strategy,architecture,target,operator_family,training_rmse,heldout_rmse,hardened_expression,tree_signature,structural_match,selected_routing,failure_type
180,xy_biased,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",exact
181,xy_biased,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, 1, 1, 1 |   Leaf routing:     y, y, y, x, x, 1, 1, y","internal=[1, f, f, 1, 1, 1] leaves=[y, y, y, x, x, 1, 1, y]",yes,"internal=[1, f, f, 1, 1, 1] leaves=[y, y, y, x, x, 1, 1, y]",exact
182,xy_biased,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",exact
183,xy_biased,eq6,E_paper_yx,EML,7.204926e-01,1.022988e+00,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, x |   Leaf routing:     1, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, x] leaves=[1, y, y, x, 1, 1, x, y]",no,"internal=[1, f, f, f, f, x] leaves=[1, y, y, x, 1, 1, x, y]",hardening_failure
184,xy_biased,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",exact
185,xy_biased,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, 1, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, 1, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, 1, y]",exact
186,xy_biased,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, 1, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, x, y","internal=[1, f, f, 1, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",yes,"internal=[1, f, f, 1, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",exact
188,xy_biased,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",exact
187,xy_biased,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, 1, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, 1, y","internal=[1, f, f, 1, f, 1] leaves=[y, y, y, x, 1, 1, 1, y]",yes,"internal=[1, f, f, 1, f, 1] leaves=[y, y, y, x, 1, 1, 1, y]",exact
189,xy_biased,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, 1, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, x, y","internal=[1, f, f, 1, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",yes,"internal=[1, f, f, 1, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",exact
190,xy_biased,eq6,E_paper_yx,EML,3.205138e+00,9.928109e+00,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, 1, f, 1, f |   Leaf routing:     1, y, y, x, 1, y, x, y","internal=[1, f, 1, f, 1, f] leaves=[1, y, y, x, 1, y, x, y]",no,"internal=[1, f, 1, f, 1, f] leaves=[1, y, y, x, 1, y, x, y]",hardening_failure
191,xy_biased,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",exact
192,xy_biased,eq6,E_paper_yx,EML,2.584626e+00,2.531909e+00,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, f |   Leaf routing:     1, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, f] leaves=[1, y, y, x, 1, 1, x, y]",no,"internal=[1, f, f, f, f, f] leaves=[1, y, y, x, 1, 1, x, y]",hardening_failure
193,xy_biased,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, 1, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, 1, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, 1, y]",exact
194,xy_biased,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",exact
195,xy_biased,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, 1, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, 1, y","internal=[1, f, f, 1, f, 1] leaves=[y, y, y, x, 1, 1, 1, y]",yes,"internal=[1, f, f, 1, f, 1] leaves=[y, y, y, x, 1, 1, 1, y]",exact
196,xy_biased,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, 1, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, 1, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, 1, y]",exact
197,xy_biased,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",exact
198,xy_biased,eq6,E_paper_yx,EML,7.204926e-01,1.022988e+00,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, x |   Leaf routing:     1, y, y, x, 1, 1, 1, y","internal=[1, f, f, f, f, x] leaves=[1, y, y, x, 1, 1, 1, y]",no,"internal=[1, f, f, f, f, x] leaves=[1, y, y, x, 1, 1, 1, y]",hardening_failure
200,xy_biased,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, 1, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, 1, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, 1, y]",exact
199,xy_biased,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",exact
137,random_hot,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",exact
138,random_hot,eq6,E_paper_yx,EML,3.497084e+00,9.853354e+00,"EML Master Formula (depth=3, params=42) |   Internal routing: f, f, 1, f, 1, f |   Leaf routing:     1, y, y, x, 1, 1, x, y","internal=[f, f, 1, f, 1, f] leaves=[1, y, y, x, 1, 1, x, y]",no,"internal=[f, f, 1, f, 1, f] leaves=[1, y, y, x, 1, 1, x, y]",hardening_failure
139,random_hot,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, 1, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, 1, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, 1, y]",exact
141,random_hot,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",exact
140,random_hot,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, 1, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, 1, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, 1, y]",exact
142,random_hot,eq6,E_paper_yx,EML,1.825977e+00,1.921035e+00,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, f |   Leaf routing:     1, y, y, x, 1, y, x, x","internal=[1, f, f, f, f, f] leaves=[1, y, y, x, 1, y, x, x]",no,"internal=[1, f, f, f, f, f] leaves=[1, y, y, x, 1, y, x, x]",hardening_failure
143,random_hot,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, 1, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, 1, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, 1, y]",exact
144,random_hot,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, 1, f, 1 |   Leaf routing:     1, y, y, x, 1, x, x, y","internal=[1, f, f, 1, f, 1] leaves=[1, y, y, x, 1, x, x, y]",yes,"internal=[1, f, f, 1, f, 1] leaves=[1, y, y, x, 1, x, x, y]",exact
145,random_hot,eq6,E_paper_yx,EML,7.204926e-01,1.022988e+00,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, x |   Leaf routing:     1, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, x] leaves=[1, y, y, x, 1, 1, x, y]",no,"internal=[1, f, f, f, f, x] leaves=[1, y, y, x, 1, 1, x, y]",hardening_failure
146,random_hot,eq6,E_paper_yx,EML,1.000000e+00,1.000000e+00,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, 1, 1, f |   Leaf routing:     y, y, y, x, 1, 1, 1, y","internal=[1, f, f, 1, 1, f] leaves=[y, y, y, x, 1, 1, 1, y]",no,"internal=[1, f, f, 1, 1, f] leaves=[y, y, y, x, 1, 1, 1, y]",hardening_failure
147,random_hot,eq6,E_paper_yx,EML,3.459649e+00,9.826808e+00,"EML Master Formula (depth=3, params=42) |   Internal routing: f, f, 1, f, x, f |   Leaf routing:     1, y, y, x, 1, 1, x, y","internal=[f, f, 1, f, x, f] leaves=[1, y, y, x, 1, 1, x, y]",no,"internal=[f, f, 1, f, x, f] leaves=[1, y, y, x, 1, 1, x, y]",hardening_failure
148,random_hot,eq6,E_paper_yx,EML,2.718282e+00,2.718282e+00,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, y, y, x, 1, 1, x, y","internal=[1, f, f, f, 1, f] leaves=[1, y, y, x, 1, 1, x, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, y, y, x, 1, 1, x, y]",hardening_failure
150,random_hot,eq6,E_paper_yx,EML,7.204926e-01,1.022988e+00,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, x |   Leaf routing:     1, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, x] leaves=[1, y, y, x, 1, 1, x, y]",no,"internal=[1, f, f, f, f, x] leaves=[1, y, y, x, 1, 1, x, y]",hardening_failure
149,random_hot,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",exact
151,random_hot,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",exact
152,random_hot,eq6,E_paper_yx,EML,3.160232e+00,9.924314e+00,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, 1, f, x, f |   Leaf routing:     1, y, y, x, 1, y, x, y","internal=[1, f, 1, f, x, f] leaves=[1, y, y, x, 1, y, x, y]",no,"internal=[1, f, 1, f, x, f] leaves=[1, y, y, x, 1, y, x, y]",hardening_failure
153,random_hot,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, 1, 1, 1 |   Leaf routing:     y, y, y, x, 1, 1, 1, y","internal=[1, f, f, 1, 1, 1] leaves=[y, y, y, x, 1, 1, 1, y]",yes,"internal=[1, f, f, 1, 1, 1] leaves=[y, y, y, x, 1, 1, 1, y]",exact
154,random_hot,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, 1, f, 1 |   Leaf routing:     y, y, y, x, 1, y, x, x","internal=[1, f, f, 1, f, 1] leaves=[y, y, y, x, 1, y, x, x]",yes,"internal=[1, f, f, 1, f, 1] leaves=[y, y, y, x, 1, y, x, x]",exact
155,random_hot,eq6,E_paper_yx,EML,1.741060e+00,2.320014e+00,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, 1, f, f |   Leaf routing:     1, y, y, x, 1, x, x, y","internal=[1, f, f, 1, f, f] leaves=[1, y, y, x, 1, x, x, y]",no,"internal=[1, f, f, 1, f, f] leaves=[1, y, y, x, 1, x, x, y]",hardening_failure
156,random_hot,eq6,E_paper_yx,EML,3.160232e+00,9.924314e+00,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, 1, f, x, f |   Leaf routing:     1, y, y, x, 1, y, x, y","internal=[1, f, 1, f, x, f] leaves=[1, y, y, x, 1, y, x, y]",no,"internal=[1, f, 1, f, x, f] leaves=[1, y, y, x, 1, y, x, y]",hardening_failure
157,random_hot,eq6,E_paper_yx,EML,1.741060e+00,2.320014e+00,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, 1, f, f |   Leaf routing:     1, y, y, x, 1, y, x, y","internal=[1, f, f, 1, f, f] leaves=[1, y, y, x, 1, y, x, y]",no,"internal=[1, f, f, 1, f, f] leaves=[1, y, y, x, 1, y, x, y]",hardening_failure
158,random_hot,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, x, 1","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, 1]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, 1]",exact
159,random_hot,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, 1, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, 1, y","internal=[1, f, f, 1, f, 1] leaves=[y, y, y, x, 1, 1, 1, y]",yes,"internal=[1, f, f, 1, f, 1] leaves=[y, y, y, x, 1, 1, 1, y]",exact
160,random_hot,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, 1, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, 1, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, 1, y]",exact
161,random_hot,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",exact
162,random_hot,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",exact
163,random_hot,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",exact
165,random_hot,eq6,E_paper_yx,EML,2.584626e+00,2.531909e+00,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, f |   Leaf routing:     1, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, f] leaves=[1, y, y, x, 1, 1, x, y]",no,"internal=[1, f, f, f, f, f] leaves=[1, y, y, x, 1, 1, x, y]",hardening_failure
164,random_hot,eq6,E_paper_yx,EML,3.459649e+00,9.826808e+00,"EML Master Formula (depth=3, params=42) |   Internal routing: f, f, 1, f, x, f |   Leaf routing:     1, y, y, x, 1, 1, x, y","internal=[f, f, 1, f, x, f] leaves=[1, y, y, x, 1, 1, x, y]",no,"internal=[f, f, 1, f, x, f] leaves=[1, y, y, x, 1, 1, x, y]",hardening_failure
166,random_hot,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",exact
167,random_hot,eq6,E_paper_yx,EML,3.160232e+00,9.924314e+00,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, 1, f, x, f |   Leaf routing:     1, y, y, x, 1, y, x, y","internal=[1, f, 1, f, x, f] leaves=[1, y, y, x, 1, y, x, y]",no,"internal=[1, f, 1, f, x, f] leaves=[1, y, y, x, 1, y, x, y]",hardening_failure
168,random_hot,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",exact
169,random_hot,eq6,E_paper_yx,EML,3.459649e+00,9.826808e+00,"EML Master Formula (depth=3, params=42) |   Internal routing: f, f, 1, f, x, f |   Leaf routing:     1, y, y, x, 1, 1, x, y","internal=[f, f, 1, f, x, f] leaves=[1, y, y, x, 1, 1, x, y]",no,"internal=[f, f, 1, f, x, f] leaves=[1, y, y, x, 1, 1, x, y]",hardening_failure
170,random_hot,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",exact
171,random_hot,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",exact
172,random_hot,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",exact
173,random_hot,eq6,E_paper_yx,EML,8.647299e+00,1.338624e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: f, f, 1, f, f, f |   Leaf routing:     1, y, y, x, y, 1, x, y","internal=[f, f, 1, f, f, f] leaves=[1, y, y, x, y, 1, x, y]",no,"internal=[f, f, 1, f, f, f] leaves=[1, y, y, x, y, 1, x, y]",hardening_failure
174,random_hot,eq6,E_paper_yx,EML,3.459649e+00,9.826808e+00,"EML Master Formula (depth=3, params=42) |   Internal routing: f, f, 1, f, x, f |   Leaf routing:     1, y, y, x, 1, 1, x, y","internal=[f, f, 1, f, x, f] leaves=[1, y, y, x, 1, 1, x, y]",no,"internal=[f, f, 1, f, x, f] leaves=[1, y, y, x, 1, 1, x, y]",hardening_failure
175,random_hot,eq6,E_paper_yx,EML,7.204926e-01,1.022988e+00,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, x |   Leaf routing:     1, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, x] leaves=[1, y, y, x, 1, 1, x, y]",no,"internal=[1, f, f, f, f, x] leaves=[1, y, y, x, 1, 1, x, y]",hardening_failure
177,random_hot,eq6,E_paper_yx,EML,7.204926e-01,1.022988e+00,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, x |   Leaf routing:     1, y, y, x, 1, 1, 1, y","internal=[1, f, f, f, 1, x] leaves=[1, y, y, x, 1, 1, 1, y]",no,"internal=[1, f, f, f, 1, x] leaves=[1, y, y, x, 1, 1, 1, y]",hardening_failure
176,random_hot,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, 1, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, 1, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, 1, y]",exact
178,random_hot,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",exact
179,random_hot,eq6,E_paper_yx,EML,1.741060e+00,2.320014e+00,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, 1, f, f |   Leaf routing:     1, y, y, x, 1, 1, x, y","internal=[1, f, f, 1, f, f] leaves=[1, y, y, x, 1, 1, x, y]",no,"internal=[1, f, f, 1, f, f] leaves=[1, y, y, x, 1, 1, x, y]",hardening_failure
180,random_hot,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, x, y]",exact
181,random_hot,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, 1, f, 1 |   Leaf routing:     1, y, y, x, x, 1, x, y","internal=[1, f, f, 1, f, 1] leaves=[1, y, y, x, x, 1, x, y]",yes,"internal=[1, f, f, 1, f, 1] leaves=[1, y, y, x, x, 1, x, y]",exact
182,random_hot,eq6,E_paper_yx,EML,8.647299e+00,1.338624e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: f, f, 1, f, f, f |   Leaf routing:     1, y, y, 1, y, 1, x, y","internal=[f, f, 1, f, f, f] leaves=[1, y, y, 1, y, 1, x, y]",no,"internal=[f, f, 1, f, f, f] leaves=[1, y, y, 1, y, 1, x, y]",hardening_failure
183,random_hot,eq6,E_paper_yx,EML,3.459649e+00,9.826808e+00,"EML Master Formula (depth=3, params=42) |   Internal routing: f, f, 1, f, x, f |   Leaf routing:     1, y, y, x, 1, 1, x, y","internal=[f, f, 1, f, x, f] leaves=[1, y, y, x, 1, 1, x, y]",no,"internal=[f, f, 1, f, x, f] leaves=[1, y, y, x, 1, 1, x, y]",hardening_failure
184,random_hot,eq6,E_paper_yx,EML,2.584626e+00,2.531909e+00,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, f |   Leaf routing:     1, y, y, x, 1, 1, x, y","internal=[1, f, f, f, f, f] leaves=[1, y, y, x, 1, 1, x, y]",no,"internal=[1, f, f, f, f, f] leaves=[1, y, y, x, 1, 1, x, y]",hardening_failure
185,random_hot,eq6,E_paper_yx,EML,4.346746e-16,2.990172e-15,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, f, 1 |   Leaf routing:     y, y, y, x, 1, 1, 1, y","internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, 1, y]",yes,"internal=[1, f, f, f, f, 1] leaves=[y, y, y, x, 1, 1, 1, y]",exact
